pid|parent_pid|cpu_use_percent|mem_use_percent|mem_use_bytes|name|command|read_bytes_per_sec|write_bytes_per_sec|total_read_bytes|total_write_bytes|process_state|process_state_char|uid
551|452|0|1.4843914118320694|522273792|Code Helper (Renderer)|/Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Renderer).app/Contents/MacOS/Code Helper (Renderer) --type=renderer --disable-color-correct-rendering --field-trial-handle=1718379636,12613057910318958120,7186265368457246828,131072 --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess,WindowCaptureMacV2 --lang=en-US --user-data-dir=/Users/fdncred/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/Applications/Visual Studio Code.app/Contents/Resources/app --no-sandbox --no-zygote --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=5 --no-v8-untrusted-code-mitigations --shared-files --vscode-window-config=vscode:34c173ee-70ed-4792-aaff-b1866ca4d2aa|0|0|36556800|811008|Runnable|R|501
697|0|0|0|0|distnoted|distnoted|0|0|0|0|Unknown|?|0
553|1|0|0.06828049736584138|24024064|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|831488|0|Runnable|R|501
464|1|0|0.03976747436199892|13991936|ViewBridgeAuxiliary|/System/Library/PrivateFrameworks/ViewBridge.framework/Versions/A/XPCServices/ViewBridgeAuxiliary.xpc/Contents/MacOS/ViewBridgeAuxiliary|0|0|0|0|Runnable|R|501
395|1|0|0.15334808431892|53954560|accountsd|/System/Library/Frameworks/Accounts.framework/Versions/A/Support/accountsd|0|0|14299136|6512640|Runnable|R|501
811|0|0|0|0|CAReportingService|CAReportingService|0|0|0|0|Unknown|?|0
469|1|0|0.07553026161026025|26574848|LocationMenu|/System/Library/CoreServices/LocationMenu.app/Contents/MacOS/LocationMenu|0|0|974848|0|Runnable|R|501
704|1|0|0.04830071754330607|16994304|MusicCacheExtension|/System/Applications/Music.app/Contents/PlugIns/MusicCacheExtension.appex/Contents/MacOS/MusicCacheExtension -AppleLanguages ("en-US")|0|0|409600|0|Runnable|R|501
37422|1|0|0.06403715883980256|22531072|mdworker_shared|/System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared|0|0|0|0|Runnable|R|501
722|1|0|0.06355985601520012|22363136|cloudphotod|cloudphotod|0|0|528314368|143360|Runnable|R|501
306|0|0|0|0|com.apple.AccountPolicyHelper|com.apple.AccountPolicyHelper|0|0|0|0|Unknown|?|0
426|1|0|0.03237510134681469|11390976|UsageTrackingAgent|/System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent|0|0|1765376|4096|Runnable|R|501
406|1|0|0.08201459510546909|28856320|bird|/System/Library/PrivateFrameworks/CloudDocsDaemon.framework/Versions/A/Support/bird|0|0|15228928|12288|Runnable|R|501
26181|1|0|0.02112356037173508|7432192|com.apple.audio.SandboxHelper|/System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper|0|0|0|0|Runnable|R|501
15079|1|0|0.013635144715014999|4797440|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|0|0|Runnable|R|501
90|0|0.76|0|0|iStatMenusDaemon|iStatMenusDaemon|0|0|0|0|Unknown|?|0
128|0|0|0|0|autofsd|autofsd|0|0|0|0|Unknown|?|0
1|0|0|0|0|launchd|launchd|0|0|0|0|Unknown|?|0
408|1|0|0.061892206512168396|21776384|networkserviceproxy|/usr/libexec/networkserviceproxy|0|0|5980160|6529024|Runnable|R|501
456|1|0|0.2339336813336586|82308096|ControlCenter|/System/Library/CoreServices/ControlCenter.app/Contents/MacOS/ControlCenter|0|0|13152256|17178624|Runnable|R|501
1665|1|0|0.010681105892018152|3758080|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|0|0|Runnable|R|501
13554|1|0|0.010870280792013024|3824640|com.apple.audio.SandboxHelper|/System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper|0|0|49152|0|Runnable|R|501
18829|1|0|0.004956382379865644|1743872|DiskUnmountWatcher|/System/Library/PrivateFrameworks/KerberosHelper/Helpers/DiskUnmountWatcher|0|0|40960|0|Runnable|R|501
1658|0|0|0|0|appinstalld|appinstalld|0|0|0|0|Unknown|?|0
7587|0|0|0|0|com.apple.geod|com.apple.geod|0|0|0|0|Unknown|?|0
988|0|0|0|0|com.apple.audio.SandboxHelper|com.apple.audio.SandboxHelper|0|0|0|0|Unknown|?|0
26268|1|0|0.044057379017267244|15501312|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|0|0|Runnable|R|501
647|1|0|0.07090566290115484|24947712|TextInputSwitcher|/System/Library/CoreServices/TextInputSwitcher.app/Contents/MacOS/TextInputSwitcher|0|0|73728|0|Runnable|R|501
141|0|0|0|0|sandboxd|sandboxd|0|0|0|0|Unknown|?|0
27800|1|0|0.020931475088663366|7364608|com.apple.audio.SandboxHelper|/System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper|0|0|40960|0|Runnable|R|501
455|1|0|1.1695840055590645|411510784|Dock|/System/Library/CoreServices/Dock.app/Contents/MacOS/Dock|0|0|536317952|303058944|Runnable|R|501
122|0|0|0|0|usbmuxd|usbmuxd|0|0|0|0|Unknown|?|0
37516|1|0|0.037477002880522546|13186048|mdworker_shared|/System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared|0|0|0|0|Runnable|R|501
590|1|0|0.06828049736584138|24024064|fmfd|/usr/libexec/fmfd|0|0|491520|393216|Runnable|R|501
720|0|0|0|0|com.apple.AppStoreDaemon.StorePrivilegedTaskService|com.apple.AppStoreDaemon.StorePrivilegedTaskService|0|0|0|0|Unknown|?|0
121|0|0|0|0|timed|timed|0|0|0|0|Unknown|?|0
418|1|0|0.07181079203805338|25266176|ContextStoreAgent|/System/Library/PrivateFrameworks/CoreDuetContext.framework/Resources/ContextStoreAgent|0|0|22880256|105340928|Runnable|R|501
16919|0|0|0|0|tzd|tzd|0|0|0|0|Unknown|?|0
37500|0|0|0|0|mdworker_shared|mdworker_shared|0|0|0|0|Unknown|?|0
409|1|0|0.25834888496530445|90898432|corespotlightd|/System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/corespotlightd|0|0|39706624|38133760|Runnable|R|501
260|0|0|0|0|ZhuGeService|ZhuGeService|0|0|0|0|Unknown|?|0
24556|1|0|0.05472684337697802|19255296|ExternalQuickLookSatellite-x86_64|/System/Library/Frameworks/QuickLook.framework/Versions/A/XPCServices/ExternalQuickLookSatellite-x86_64.xpc/Contents/MacOS/ExternalQuickLookSatellite-x86_64|0|0|6856704|0|Runnable|R|501
12469|1|0|0.13427634401636007|47244288|media-indexer|/System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/XPCServices/media-indexer.xpc/Contents/MacOS/media-indexer|0|0|65404928|43470848|Runnable|R|501
502|1|0|0.03528548442365888|12414976|AudioComponentRegistrar|/System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar|0|0|0|0|Runnable|R|501
26019|1|0|0.060949242395270886|21444608|ExternalQuickLookSatellite-x86_64|/System/Library/Frameworks/QuickLook.framework/Versions/A/XPCServices/ExternalQuickLookSatellite-x86_64.xpc/Contents/MacOS/ExternalQuickLookSatellite-x86_64|0|0|544768|0|Runnable|R|501
167|0|0|0|0|nehelper|nehelper|0|0|0|0|Unknown|?|0
93|0|0|0|0|IOMFB_bics_daemon|IOMFB_bics_daemon|0|0|0|0|Unknown|?|0
633|1|0|0.022171298279398986|7800832|icdd|/System/Library/Image Capture/Support/icdd|0|0|1118208|0|Runnable|R|501
353|0|0|0|0|WiFiCloudAssetsXPCService|WiFiCloudAssetsXPCService|0|0|0|0|Unknown|?|0
13542|1|0|0.01845182870719212|6492160|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|0|0|Runnable|R|501
13393|1|0|0.03585591950672034|12615680|storeaccountd|/System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/storeaccountd|0|0|131072|0|Runnable|R|501
835|1|0|0.04262838092653675|14998528|CategoriesService|/System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService|0|0|4202496|2314240|Runnable|R|501
15697|1|0|0.03843160852972744|13521920|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|53248|0|Runnable|R|501
562|1|0|0.030276715148410037|10652672|VTEncoderXPCService|/System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTEncoderXPCService.xpc/Contents/MacOS/VTEncoderXPCService|0|0|8192|0|Runnable|R|501
333|0|0|0|0|softwareupdated|softwareupdated|0|0|0|0|Unknown|?|0
437|0|0|0|0|containermanagerd|containermanagerd|0|0|0|0|Unknown|?|0
37512|1|0|0.037095742697455955|13051904|mdworker_shared|/System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared|0|0|0|0|Runnable|R|501
12462|0|0|0|0|sysdiagnose|sysdiagnose|0|0|0|0|Unknown|?|0
108|0|0|0|0|iconservicesd|iconservicesd|0|0|0|0|Unknown|?|0
33720|1|0|0.05454931000929052|19192832|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|217088|0|Runnable|R|501
13540|1|0|0.3545748806350037|124754944|AdGuard for Safari|/Applications/AdGuard for Safari.app/Contents/MacOS/AdGuard for Safari|0|0|5701632|24784896|Runnable|R|501
83|0|0|0|0|uninstalld|uninstalld|0|0|0|0|Unknown|?|0
26182|1|0|0.03566674460672546|12549120|com.apple.WebKit.Networking|/System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking|0|0|4096|8192|Runnable|R|501
18867|1|0|0.06084155822142765|21406720|ColorSampler|/System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/ColorSampler.xpc/Contents/MacOS/ColorSampler|0|0|69632|0|Runnable|R|501
1657|1|0|0.11644151652145893|40969216|PodcastsWidget|/System/Applications/Podcasts.app/Contents/PlugIns/PodcastsWidget.appex/Contents/MacOS/PodcastsWidget -AppleLanguages ("en-US")|0|0|1085440|0|Runnable|R|501
37514|1|0|0.04019530067429501|14142464|mdworker_shared|/System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared|0|0|0|0|Runnable|R|501
819|1|0|0.1816253662935381|63903744|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|0|0|Runnable|R|501
7579|0|0|0|0|accessoryd|accessoryd|0|0|0|0|Unknown|?|0
828|0|0|0|0|online-authd|online-authd|0|0|0|0|Unknown|?|0
450|1|0|0.06417976761056793|22581248|fileproviderd|/System/Library/PrivateFrameworks/FileProvider.framework/Support/fileproviderd|0|0|2441216|0|Runnable|R|501
564|0|0|0|0|siriinferenced|siriinferenced|0|0|0|0|Unknown|?|0
1179|1|0|0.010250369196645213|3606528|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|0|0|Runnable|R|501
572|452|0|0.6715272392356426|236272640|Electron|/Applications/Visual Studio Code.app/Contents/MacOS/Electron --ms-enable-electron-run-as-node --inspect-port=0 /Applications/Visual Studio Code.app/Contents/Resources/app/out/bootstrap-fork --type=extensionHost --skipWorkspaceStorageLock|0|0|44412928|4096|Runnable|R|501
250|0|0|0|0|AudioComponentRegistrar|AudioComponentRegistrar|0|0|0|0|Unknown|?|0
202|0|0|0|0|distnoted|distnoted|0|0|0|0|Unknown|?|0
554|1|0|0.07281196381648777|25618432|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|3387392|0|Runnable|R|501
516|1|0|0.11119700621698571|39123968|AdGuardForSafariExtension|/Applications/AdGuard for Safari.app/Contents/PlugIns/AdGuardForSafariExtension.appex/Contents/MacOS/AdGuardForSafariExtension -AppleLanguages ("en-US")|0|0|1200128|20480|Runnable|R|501
471|1|0|0.02269516723323094|7985152|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|0|0|Runnable|R|501
36776|576|0|0.025748159080840487|9059328|fish|/opt/homebrew/bin/fish -l|0|0|204800|212992|Runnable|R|501
15233|1|0|0.15158439217435243|53334016|com.apple.appkit.xpc.openAndSavePanelService|/System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService|0|0|1093632|0|Runnable|R|501
164|0|0|0|0|coreaudiod|coreaudiod|0|0|0|0|Unknown|?|0
482|1|0|0.11911324818600189|41909248|com.apple.dock.extra|/System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.extra.xpc/Contents/MacOS/com.apple.dock.extra|0|0|1925120|147456|Runnable|R|501
503|1|0|0.6747228398540175|237396992|com.apple.WebKit.Networking|/System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking|0|0|280752128|800997376|Runnable|R|501
837|1|0|0.03914756276663111|13773824|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|0|0|Runnable|R|501
571|0|0|0|0|SubmitDiagInfo|SubmitDiagInfo|0|0|0|0|Unknown|?|0
536|1|0|0.11658412529222428|41019392|com.apple.WebKit.WebContent|/System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent|0|0|5697536|0|Runnable|R|501
501|1|0|0.019310391714861156|6794240|com.apple.accessibility.mediaaccessibilityd|/System/Library/Frameworks/MediaAccessibility.framework/Versions/A/XPCServices/com.apple.accessibility.mediaaccessibilityd.xpc/Contents/MacOS/com.apple.accessibility.mediaaccessibilityd|0|0|45056|0|Runnable|R|501
624|1|0|0.05025649497094536|17682432|MessagesBlastDoorService|/System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesBlastDoorService.xpc/Contents/MacOS/MessagesBlastDoorService|0|0|2854912|0|Runnable|R|501
655|0|0|0|0|AssetCache|AssetCache|0|0|0|0|Unknown|?|0
18407|1|0|0.044488115712640185|15652864|com.apple.SafariServices|/System/Library/Frameworks/SafariServices.framework/Versions/A/XPCServices/com.apple.SafariServices.xpc/Contents/MacOS/com.apple.SafariServices|0|0|49152|0|Runnable|R|501
1660|0|0|0|0|distnoted|distnoted|0|0|0|0|Unknown|?|0
15698|1|0|0.02055021490559678|7230464|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|0|0|Runnable|R|501
668|1|0|0.019406434356397013|6828032|BTLEServerAgent|/usr/sbin/BTLEServerAgent|0|0|221184|0|Runnable|R|501
806|1|0|0.5430192744775877|191057920|AppleSpell|/System/Library/Services/AppleSpell.service/Contents/MacOS/AppleSpell|0|0|151351296|3293184|Runnable|R|501
656|0|0|0|0|system_installd|system_installd|0|0|0|0|Unknown|?|0
467|1|0|0.034234836132918126|12045312|pboard|/usr/libexec/pboard|0|0|24576|0|Runnable|R|501
16897|1|0|0.01106236607508474|3892224|devicecheckd|/System/Library/PrivateFrameworks/DeviceCheckInternal.framework/devicecheckd|0|0|311296|0|Runnable|R|501
613|1|0|0.062081381412163274|21842944|biomesyncd|/usr/libexec/biomesyncd|0|0|22200320|2199552|Runnable|R|501
535|1|0|0.049686059887883896|17481728|SafariLaunchAgent|/Library/Apple/System/Library/CoreServices/SafariSupport.bundle/Contents/MacOS/SafariLaunchAgent|0|0|20480|0|Runnable|R|501
216|0|0|0|0|usbd|usbd|0|0|0|0|Unknown|?|0
89|0|0|0|0|configd|configd|0|0|0|0|Unknown|?|0
27409|1|0|0.060891034733734|21424128|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|90112|0|Runnable|R|501
37515|1|0|0.0634667237567411|22330368|mdworker_shared|/System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared|0|0|0|0|Runnable|R|501
405|1|0|0.14986726615901436|52729856|assistantd|/System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd|0|0|33443840|56987648|Runnable|R|501
568|0|0|0|0|spindump|spindump|0|0|0|0|Unknown|?|0
561|1|0|0.029656803553042226|10434560|VTEncoderXPCService|/System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTEncoderXPCService.xpc/Contents/MacOS/VTEncoderXPCService|0|0|98304|0|Runnable|R|501
27936|1|0|0.026368070676208298|9277440|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|32768|0|Runnable|R|501
399|1|0|0.012014061341212788|4227072|APFSUserAgent|/System/Library/CoreServices/APFSUserAgent|0|0|208896|0|Runnable|R|501
270|0|0|0|0|trustd|trustd|0|0|0|0|Unknown|?|0
213|0|0|0|0|hidd|hidd|0|0|0|0|Unknown|?|0
123|0|0|0|0|securityd|securityd|0|0|0|0|Unknown|?|0
30675|0|0|0|0|PerfPowerServices|PerfPowerServices|0|0|0|0|Unknown|?|0
13414|1|0|2.0933134007017165|736519168|com.apple.WebKit.WebContent|/System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent|0|0|2146304|1200128|Runnable|R|501
820|1|0|0.04129251509426527|14528512|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|0|0|Runnable|R|501
12470|1|0|0.02369633901166534|8337408|PodcastContentService|/System/Library/PrivateFrameworks/PodcastServices.framework/XPCServices/PodcastContentService.xpc/Contents/MacOS/PodcastContentService|0|0|524288|0|Runnable|R|501
161|0|0|0|0|backupd-helper|backupd-helper|0|0|0|0|Unknown|?|0
510|1|0|0.052116229757048785|18336768|familycircled|/System/Library/PrivateFrameworks/FamilyCircle.framework/Versions/A/Resources/familycircled|0|0|528384|327680|Runnable|R|501
335|0|0|0|0|distnoted|distnoted|0|0|0|0|Unknown|?|0
400|1|0|0.033376273125249094|11743232|lockoutagent|/System/Library/CoreServices/lockoutagent|0|0|581632|0|Runnable|R|501
454|1|0|0.049066148292516085|17263616|talagent|/System/Library/CoreServices/talagent|0|0|385024|274432|Runnable|R|501
1651|1|0|0.14023680855773696|49341440|WorldClockWidget|/System/Library/CoreServices/Clock.app/Contents/PlugIns/WorldClockWidget.appex/Contents/MacOS/WorldClockWidget -AppleLanguages ("en-US")|0|0|548864|0|Runnable|R|501
1397|1|0|0.03833556588819158|13488128|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|0|0|Runnable|R|501
733|1|0|0.05569309055849029|19595264|transparencyd|/usr/libexec/transparencyd|0|0|3817472|466944|Runnable|R|501
541|1|0|0.03127788692684444|11004928|SafariCloudHistoryPushAgent|/Library/Apple/System/Library/CoreServices/SafariSupport.bundle/Contents/MacOS/SafariCloudHistoryPushAgent|0|0|16384|0|Runnable|R|501
12459|1|0|0.014685793005755747|5167104|proactived|/usr/libexec/proactived|0|0|372736|0|Runnable|R|501
520|1|0|0.3138528006237999|110427136|com.apple.Safari.ContentBlockerLoader|/Applications/Safari.app/Contents/XPCServices/com.apple.Safari.ContentBlockerLoader.xpc/Contents/MacOS/com.apple.Safari.ContentBlockerLoader|0|0|13381632|229052416|Runnable|R|501
8348|1|0|0.015733530913419655|5535744|localizationswitcherd|/System/Library/PrivateFrameworks/IntlPreferences.framework/Support/localizationswitcherd|0|0|32768|0|Runnable|R|501
13556|1|0|0.039910083132764285|14042112|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|0|0|Runnable|R|501
550|1|0|0.04696776209411143|16525312|BlockerOtherExtension|/Applications/AdGuard for Safari.app/Contents/PlugIns/BlockerOtherExtension.appex/Contents/MacOS/BlockerOtherExtension -AppleLanguages ("en-US")|0|0|4096|0|Runnable|R|501
1176|1|0|0.010727672021247659|3774464|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|4096|0|Runnable|R|501
376|0|0|0|0|GSSCred|GSSCred|0|0|0|0|Unknown|?|0
275|0|0|0|0|systemstatusd|systemstatusd|0|0|0|0|Unknown|?|0
18866|1|0|0.011155498333543753|3924992|loginitemregisterd|/usr/libexec/loginitemregisterd|0|0|32768|0|Runnable|R|501
14909|1|0|0.011824886441217916|4160512|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|16384|0|Runnable|R|501
13552|1|0|0.19755098249002948|69507072|com.apple.WebKit.WebContent|/System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent|0|0|81920|1540096|Runnable|R|501
1178|1|0|0.008963979876680085|3153920|com.apple.audio.SandboxHelper|/System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper|0|0|4096|0|Runnable|R|501
443|1|0|0.05821930306919104|20484096|containermanagerd|/usr/libexec/containermanagerd --runmode=agent --bundle-container-mode=global --bundle-container-owner=_appinstalld --system-container-mode=none|0|0|37097472|688128|Runnable|R|501
494|1|0|0.04439207307110433|15619072|fontworker|/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Support/fontworker|0|0|1294336|4096|Runnable|R|501
524|1|0|0.0842555900746391|29644800|passd|/System/Library/PrivateFrameworks/PassKitCore.framework/passd|0|0|4816896|3624960|Runnable|R|501
363|0|0|0|0|appleh13camerad|appleh13camerad|0|0|0|0|Unknown|?|0
12475|0|0|0|0|distnoted|distnoted|0|0|0|0|Unknown|?|0
12294|0|0|0|0|mdworker|mdworker|0|0|0|0|Unknown|?|0
570|1|0|0.013064709631953539|4596736|spindump_agent|/usr/libexec/spindump_agent|0|0|65536|0|Runnable|R|501
18700|1|0|0.0786763857163288|27681792|UserNotificationCenter|/System/Library/CoreServices/UserNotificationCenter.app/Contents/MacOS/UserNotificationCenter|0|0|503808|196608|Runnable|R|501
14915|1|0|0.013684621227321348|4814848|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|16384|0|Runnable|R|501
383|1|0|0.0421510781019343|14830592|distnoted|/usr/sbin/distnoted agent|0|0|0|0|Runnable|R|501
265|0|0|0|0|bootinstalld|bootinstalld|0|0|0|0|Unknown|?|0
103|0|0|0|0|watchdogd|watchdogd|0|0|0|0|Unknown|?|0
254|0|0|0|0|BlueTool|BlueTool|0|0|0|0|Unknown|?|0
387|1|0|0.05063775515401194|17816576|UserEventAgent|/usr/libexec/UserEventAgent (Aqua)|0|0|389120|0|Runnable|R|501
1659|0|0|0|0|com.apple.MobileInstallationHelperService|com.apple.MobileInstallationHelperService|0|0|0|0|Unknown|?|0
565|1|0|0.017785350982594803|6257664|WiFiVelocityAgent|/usr/libexec/WiFiVelocityAgent|0|0|102400|0|Runnable|R|501
317|0|0|0|0|systemsoundserverd|systemsoundserverd|0|0|0|0|Unknown|?|0
166|0|0|0|0|findmydeviced|findmydeviced|0|0|0|0|Unknown|?|0
13544|1|0|0.014161924051923794|4982784|VTEncoderXPCService|/System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTEncoderXPCService.xpc/Contents/MacOS/VTEncoderXPCService|0|0|0|0|Runnable|R|501
18280|417|0|0.05259353258165123|18504704|fish|/opt/homebrew/bin/fish --login|0|0|1617920|897024|Runnable|R|501
129|0|0|0|0|dasd|dasd|0|0|0|0|Unknown|?|0
488|1|0|0.05082984043708366|17884160|MTLCompilerService|/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService|0|0|0|0|Runnable|R|501
823|1|0|0.06122572878757108|21541888|com.apple.speech.speechsynthesisd|/System/Library/Frameworks/ApplicationServices.framework/Frameworks/SpeechSynthesis.framework/Resources/com.apple.speech.speechsynthesisd|0|0|3518464|0|Runnable|R|501
18649|1|0|0.06275076951983743|22078464|Userscripts Extension|/Applications/Userscripts.app/Contents/PlugIns/Userscripts Extension.appex/Contents/MacOS/Userscripts Extension -AppleLanguages ("en-US")|0|0|184320|4096|Runnable|R|501
504|1|0|0.09765499376042971|34359296|imagent|/System/Library/PrivateFrameworks/IMCore.framework/imagent.app/Contents/MacOS/imagent|0|0|4120576|655360|Runnable|R|501
18769|0|0|0|0|MTLCompilerService|MTLCompilerService|0|0|0|0|Unknown|?|0
625|1|0|0.04677567681103971|16457728|corespeechd|/System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd|0|0|1798144|0|Runnable|R|501
422|1|0|0.08177594369316786|28772352|trustd|/usr/libexec/trustd --agent|0|0|21389312|3915776|Runnable|R|501
243|0|0|0|0|containermanagerd|containermanagerd|0|0|0|0|Unknown|?|0
168|0|0|0|0|symptomsd|symptomsd|0|0|0|0|Unknown|?|0
7580|0|0|0|0|fud|fud|0|0|0|0|Unknown|?|0
477|1|0|0.12659875345964514|44542976|iconservicesagent|/System/Library/CoreServices/iconservicesagent|0|0|60665856|1179648|Runnable|R|501
